text,tokenized,cluster
keluarga ada takut rumah takut ketemu orangsaya,keluarga ada takut rumah takut ketemu orangsaya,0
ngambil obat langsung jatuh jalan huh bingung seperti gimana,ngambil obat langsung jatuh jalan huh bingung seperti gimana,0
yang sakit kepala kesemutan sudah setahun gahilang,yang sakit kepala kesemutan sudah setahun gahilang,0
keluarga ada takut rumah takut ketemu orang sendiri,keluarga ada takut rumah takut ketemu orang sendiri,0
merehabilitasi dengan untuk mengurangi takut cemas,merehabilitasi dengan untuk mengurangi takut cemas,0
ikut upacara san teman di rumah takut ketemu,ikut upacara san teman di rumah takut ketemu,0
tanya kakak setiap konsultasi pertemuan obat di ganti ya,tanya kakak setiap konsultasi pertemuan obat di ganti ya,0
tanya asam lambung bisa pingsan ada pernah alami,tanya asam lambung bisa pingsan ada pernah alami,0
iya di grup sepi ada orang senghingga sts di cuwekin,iya di grup sepi ada orang senghingga sts di cuwekin,0
ada pernah darah gigi ibu sekali sedih,ada pernah darah gigi ibu sekali sedih,0
yang stiap habis makan perut kembung nafas sesak lemas,yang stiap habis makan perut kembung nafas sesak lemas,0
sakit flu sesak pusing tidak ini ngetrend gimana,sakit flu sesak pusing tidak ini ngetrend gimana,0
yang suka nafas enak tidak mikirnya berhenti,yang suka nafas enak tidak mikirnya berhenti,0
di serial anime naruto punya resources tidak main main,di serial anime naruto punya resources tidak main main,0
dsni yang kerja tapi lu menyendiri kerja harus kerja grup,dsni yang kerja tapi lu menyendiri kerja harus kerja grup,0
yang tiap bangun tidur badan berasa,yang tiap bangun tidur badan berasa,0
ya perut kembung nafas pendek yang ini,ya perut kembung nafas pendek yang ini,0
yang nganggur kalau kalian jadi pengangguran bulan,yang nganggur kalau kalian jadi pengangguran bulan,0
gimana agar mudah emosi di butuhin orang tua,gimana agar mudah emosi di butuhin orang tua,0
sakit tahun dan rutin minum obat psikiater tahun,sakit tahun dan rutin minum obat psikiater tahun,0
tidak seperti kaki tangannya susah digerakinn serasa lemahhh,tidak seperti kaki tangannya susah digerakinn serasa lemahhh,0
perut nyaman ya allah sakit perih mual solusinya ya man teman,perut nyaman ya allah sakit perih mual solusinya ya man teman,0
tanya kakak minum obat pskiater harus hari pas kumat,tanya kakak minum obat pskiater harus hari pas kumat,0
punya gerd sensasi yang hari muncul sharing ayo kakak,punya gerd sensasi yang hari muncul sharing ayo kakak,0
ada lambung sudah sembuh pikiran sembuh sembuh,ada lambung sudah sembuh pikiran sembuh sembuh,0
tanya gadis kakak punya gjla gerd anxiety haid,tanya gadis kakak punya gjla gerd anxiety haid,0
begah dan kepala sebelah kiri nyaman allah sensasi,begah dan kepala sebelah kiri nyaman allah sensasi,0
obat psikiater yang sudah tidak keminum obat ku habis,obat psikiater yang sudah tidak keminum obat ku habis,0
bingung kerja pas dapat kerja dapat kerja keluar,bingung kerja pas dapat kerja dapat kerja keluar,0
kebangun langsung dada berat jantung berhenti bikin takut,kebangun langsung dada berat jantung berhenti bikin takut,0
izin shring teman sulit percaya orang takut dipercayai orang,izin shring teman sulit percaya orang takut dipercayai orang,0
di sudah sembuh ngrsain goyang kena ombak oleng kesal,di sudah sembuh ngrsain goyang kena ombak oleng kesal,0
disini orang gorontalo tau yang sembuh mminta resep,disini orang gorontalo tau yang sembuh mminta resep,0
ada sama aku sihh sesak nafas hari busetttttttttt,ada sama aku sihh sesak nafas hari busetttttttttt,0
yang tdur dada sakit kenapa hidung mepet nya,yang tdur dada sakit kenapa hidung mepet nya,0
kuat kerja sudah cemas tenang pikir tidak karuan,kuat kerja sudah cemas tenang pikir tidak karuan,0
tidak kalau siang takut keluarnya pas waktu malam,tidak kalau siang takut keluarnya pas waktu malam,0
yang ngerasi perut nyeri samping kanan lagi makan,yang ngerasi perut nyeri samping kanan lagi makan,0
yang di punggung tidak nyaman  aneh,yang di punggung tidak nyaman aneh,0
curhat orang tua mental dulu sekarang terlakukan,curhat orang tua mental dulu sekarang terlakukan,0
kalau sore suka keliyengan aku kerja bangunan ya allah,kalau sore suka keliyengan aku kerja bangunan ya allah,0
badan menggigil mual sakit perut sakit dada cemas tiap gitu ya,badan menggigil mual sakit perut sakit dada cemas tiap gitu ya,0
pikiran gesrek cemas di ulang itu saja di hati,pikiran gesrek cemas di ulang itu saja di hati,0
bedanya minum obat psikiater orang yang malah nyalahgunain obat,bedanya minum obat psikiater orang yang malah nyalahgunain obat,0
yang ke tidak dada sudah dingin es akan sesak,yang ke tidak dada sudah dingin es akan sesak,0
memperbaiki mental gimana hilang rasa semangat hidup punya tujuan,memperbaiki mental gimana hilang rasa semangat hidup punya tujuan,0
butuh teman curhat bisa mengalihkan pikiran n perasaan selalu mengganggu,butuh teman curhat bisa mengalihkan pikiran n perasaan selalu mengganggu,0
yang tiap kepala sakit trusilang nanti sakit,yang tiap kepala sakit trusilang nanti sakit,0
mau ketika kambuh yang di lakukan badan lemes,mau ketika kambuh yang di lakukan badan lemes,0
sesak nafas dada perut sakit kepala kliyengan ingin jatuh kaki badan lemas,sesak nafas dada perut sakit kepala kliyengan ingin jatuh kaki badan lemas,0
ada mau tidur cemas pikiran kemana seperti tidak gitu,ada mau tidur cemas pikiran kemana seperti tidak gitu,0
dada sesak tidur takut kepikiran mati tahun sembuh,dada sesak tidur takut kepikiran mati tahun sembuh,0
kambuh sesak perut dada panas perih kalian apa minum obat,kambuh sesak perut dada panas perih kalian apa minum obat,0
parah perut bisa ajak kompromi makan saja perut langsung melar,parah perut bisa ajak kompromi makan saja perut langsung melar,0
tiap makan suka main seperti tidak nafsu makan kenapa,tiap makan suka main seperti tidak nafsu makan kenapa,0
habis kerokan tidak merah tapi badan bnyak aingin allah ini,habis kerokan tidak merah tapi badan bnyak aingin allah ini,0
maaf tanya barang kali yang tau oprasi mata bisa pakai bpjs,maaf tanya barang kali yang tau oprasi mata bisa pakai bpjs,0
yang bisa tidur badan ngilu ngerasa panas aneh tidak,yang bisa tidur badan ngilu ngerasa panas aneh tidak,0
telat makan langsung sesak nafas penderitaan sembuh sakit rasa,telat makan langsung sesak nafas penderitaan sembuh sakit rasa,0
hidup berantakan pakai narkoba ucap teman tidak tau orang,hidup berantakan pakai narkoba ucap teman tidak tau orang,0
kasihan orang disekeliling hidup kalian aku,kasihan orang disekeliling hidup kalian aku,0
badan lemes jantung berdebar tidak gerak dikit kesal jantung dagdig deg,badan lemes jantung berdebar tidak gerak dikit kesal jantung dagdig deg,0
allah kleyengan teruus waktu maghrib mau bangin tidak kuat pusing,allah kleyengan teruus waktu maghrib mau bangin tidak kuat pusing,0
beberpa susah tidur ngantuk cemas nafas engap makan,beberpa susah tidur ngantuk cemas nafas engap makan,0
tidak mengkonsumsi obat depresi yang sudah sembuh mohon infonya,tidak mengkonsumsi obat depresi yang sudah sembuh mohon infonya,0
punya teman chat cewek sosmed tidak sepi hidup terus hari,punya teman chat cewek sosmed tidak sepi hidup terus hari,0
umur di sama keluarga pikiran seperti anak anak umur,umur di sama keluarga pikiran seperti anak anak umur,0
badan kurus apa penyakit ku pikiran cemas gelisah,badan kurus apa penyakit ku pikiran cemas gelisah,0
bisa tidur nafas tiba tidak berasaa iya allahh tenangkann htii,bisa tidur nafas tiba tidak berasaa iya allahh tenangkann htii,0
benar dirumah tidak kalau  kuota apa,benar dirumah tidak kalau kuota apa,0
yang sakit melilit tidak perut tengah puser sekali,yang sakit melilit tidak perut tengah puser sekali,0
mata mau pingsan badan mau jatuh pikiran mati,mata mau pingsan badan mau jatuh pikiran mati,0
tolong enak jadi orang introverttadi aku alfamart teman,tolong enak jadi orang introverttadi aku alfamart teman,0
malam pikiran mati karena takut umur bertambah  teman,malam pikiran mati karena takut umur bertambah teman,0
menghadapi teman yang tiba yang tujuannya meminjam uang,menghadapi teman yang tiba yang tujuannya meminjam uang,0
di gerd anxiety bertahun ada sudah sembuh total pakai obat,di gerd anxiety bertahun ada sudah sembuh total pakai obat,0
kyak mngganjal rusuk kiri kenapa iya kalau dduk nyaman,kyak mngganjal rusuk kiri kenapa iya kalau dduk nyaman,0
ada sama seperti posisi yang begelut masalah keluarga,ada sama seperti posisi yang begelut masalah keluarga,0
yang tangan kirinyaaa ngilu berat tidak beberapa ini ngerasain,yang tangan kirinyaaa ngilu berat tidak beberapa ini ngerasain,0
aku asam lambung tidak parah anxiety yang parah,aku asam lambung tidak parah anxiety yang parah,0
yang sakit punggung tidak itu berkaitan psikosomatis,yang sakit punggung tidak itu berkaitan psikosomatis,0
habis berantem emosional nangis kepalaku suka langsung sakit itu ya,habis berantem emosional nangis kepalaku suka langsung sakit itu ya,0
yang telinga berasa tuli pas bangun tidur cemas,yang telinga berasa tuli pas bangun tidur cemas,0
punggung sakit panik bisa tidur ketakutan yang panik tidak,punggung sakit panik bisa tidur ketakutan yang panik tidak,0
tidak badan lemes kalau jalan activtas mau ambruk pingsan,tidak badan lemes kalau jalan activtas mau ambruk pingsan,0
yang merasakan aku seperti ini mati takut mati kepala pusing,yang merasakan aku seperti ini mati takut mati kepala pusing,0
assalamualaikum teman ada sudah no sensasi aku kambuh kambuh,assalamualaikum teman ada sudah no sensasi aku kambuh kambuh,0
badan lemes tenggorokan mengjel susah nafas takut yallh tersa mau mati,badan lemes tenggorokan mengjel susah nafas takut yallh tersa mau mati,0
obat penambah darah bagus ya kakak cocok penderita asam lambung,obat penambah darah bagus ya kakak cocok penderita asam lambung,0
allah takut sakit orang tuaku kambuh malam aku gangguan cemas,allah takut sakit orang tuaku kambuh malam aku gangguan cemas,0
gimana ngatasi bicara takut salah bingung mau ngomong sama orang,gimana ngatasi bicara takut salah bingung mau ngomong sama orang,0
sakit parah harus ngurus sendiri tidak merhatikan sekali,sakit parah harus ngurus sendiri tidak merhatikan sekali,0
ingin rasanya teman deket kadang ada orang deket aku,ingin rasanya teman deket kadang ada orang deket aku,0
hari nafas enak bulan kali nafas,hari nafas enak bulan kali nafas,0
makan atau dikit saja aslam suka dan suka sendawa kenapa,makan atau dikit saja aslam suka dan suka sendawa kenapa,0
allah kenapa baru pejam mata tb perasaan aneh mau mati mnculpusing,allah kenapa baru pejam mata tb perasaan aneh mau mati mnculpusing,0
perut ku nyaman sampai pusing yang aku lakukan mohon solusinya,perut ku nyaman sampai pusing yang aku lakukan mohon solusinya,0
teman tetap semangat penyakit di allah sembuh izin allah swt,teman tetap semangat penyakit di allah sembuh izin allah swt,0
aneh iya kupu masuk krmh pikiran takut langsung pikiran negatif cemas,aneh iya kupu masuk krmh pikiran takut langsung pikiran negatif cemas,0
habis minum obat obat apaun perasaan  gelisah,habis minum obat obat apaun perasaan gelisah,0
kenapa mau tidur pikiran kemana persis tidur demam cemas takut,kenapa mau tidur pikiran kemana persis tidur demam cemas takut,0
gimana malam malam kambuh mualll apa minum obat gimana cemas bgttt,gimana malam malam kambuh mualll apa minum obat gimana cemas bgttt,0
bangun tidur kepala pusing perut rasanya enak ada sama,bangun tidur kepala pusing perut rasanya enak ada sama,0
yang kepala kiri kadang kerasa ketarik makan kalau banyak,yang kepala kiri kadang kerasa ketarik makan kalau banyak,0
benar rasa sakit tidak di ungkapin rasa sakit orang tua,benar rasa sakit tidak di ungkapin rasa sakit orang tua,0
anxiety sudah mmbaik kambuh karena kesedihan karena sakit,anxiety sudah mmbaik kambuh karena kesedihan karena sakit,0
kalian aneh kalau laki usia mau masih suka idol aku suka game,kalian aneh kalau laki usia mau masih suka idol aku suka game,0
sensasi masih aku tahan kalau masalah nafas bikin katar ketir,sensasi masih aku tahan kalau masalah nafas bikin katar ketir,0
kakak tanya obat sakit gigi aman ya kakak soalx takut minum obat sembarang,kakak tanya obat sakit gigi aman ya kakak soalx takut minum obat sembarang,0
yang sakit lambung keluarganya saudaranya kasih tau sembuh,yang sakit lambung keluarganya saudaranya kasih tau sembuh,0
yang sakit lambung keluarganya saudaranya kasih tau sembuh,yang sakit lambung keluarganya saudaranya kasih tau sembuh,0
tanya trauma lalu ada di ada pernah ngalamin trauma lalu,tanya trauma lalu ada di ada pernah ngalamin trauma lalu,0
gimana cara tidak takut makan q makan x porsi dikit di jam sama,gimana cara tidak takut makan q makan x porsi dikit di jam sama,0
nikah pusing kerja pulang pulang makan tidur hampaatapi nyari gadis susah,nikah pusing kerja pulang pulang makan tidur hampaatapi nyari gadis susah,0
info loker malam lebih suka kerja malam dari kerja pagi sampai sore,info loker malam lebih suka kerja malam dari kerja pagi sampai sore,0
jadi sendiri menyakiti orang aku bohong orang driku,jadi sendiri menyakiti orang aku bohong orang driku,0
aku benci teman di benci tetangga aku ada salah mereka,aku benci teman di benci tetangga aku ada salah mereka,0
nikah pusing kerja pulang pulang makan tidur hampaa nyari gadis susah,nikah pusing kerja pulang pulang makan tidur hampaa nyari gadis susah,0
mual tiap menjelang malam kaki berasa dingin apakah sensasi gerd yang,mual tiap menjelang malam kaki berasa dingin apakah sensasi gerd yang,0
tinggal rumah tapi seperti di rumah bingung hidup,tinggal rumah tapi seperti di rumah bingung hidup,0
ke dokter aneka sensasi pulang hilang belum minum obat yang,ke dokter aneka sensasi pulang hilang belum minum obat yang,0
hari suka kepikiran hidup saja nganggur penyakit menahun sembuh sembuh,hari suka kepikiran hidup saja nganggur penyakit menahun sembuh sembuh,0
yang dimimpiin mati sama klrgaa teman parno malam dimimpin adikku,yang dimimpiin mati sama klrgaa teman parno malam dimimpin adikku,0
yaa takut makan perasaan ku kalau mkan jantung berhenti takut,yaa takut makan perasaan ku kalau mkan jantung berhenti takut,0
habis makan badan langsung lemes detak jantung berasa berhenti langsung kepikiran mati,habis makan badan langsung lemes detak jantung berasa berhenti langsung kepikiran mati,0
akhir perasaan enak sedih hidup hampa tidak apa disedihin,akhir perasaan enak sedih hidup hampa tidak apa disedihin,0
baru menyadari hidup perjanjian tapi manusia punya kekuasaan,baru menyadari hidup perjanjian tapi manusia punya kekuasaan,0
lebih bikin nikmat kalau masalah di pikir tidak berlebih,lebih bikin nikmat kalau masalah di pikir tidak berlebih,0
stress depresi hari stress depresi cerita orang takut kena judge,stress depresi hari stress depresi cerita orang takut kena judge,0
adakah orang spertiku tengah mlm bangun sesak nafas jantung brdebar mau mati,adakah orang spertiku tengah mlm bangun sesak nafas jantung brdebar mau mati,0
masalah berada pikiran tidak di seriuskan itu mantan,masalah berada pikiran tidak di seriuskan itu mantan,0
ya orang lebih suka barang bekas nikah suami orang duda janda,ya orang lebih suka barang bekas nikah suami orang duda janda,0
yang ngalamin ada sama orang merasa ingin menyelesaikan itu,yang ngalamin ada sama orang merasa ingin menyelesaikan itu,0
tetangga anjng rumah dulu sekarang gangguin biar takut rumah,tetangga anjng rumah dulu sekarang gangguin biar takut rumah,0
dada nyaman keringat dingin pikiran tidak karuan yang ngalamin,dada nyaman keringat dingin pikiran tidak karuan yang ngalamin,0
kerja ya bisa setiap berangkat usaha yang bagus saat,kerja ya bisa setiap berangkat usaha yang bagus saat,0
allah cemas kali ku sumpah enak kali hidup ini allah sembuh lah,allah cemas kali ku sumpah enak kali hidup ini allah sembuh lah,0
saka sensasi tiap aku alami badan lemas mata ngantuk ada sama,saka sensasi tiap aku alami badan lemas mata ngantuk ada sama,0
ya telinga berdengung tidak sembuh sembuh semoga keajaiban allah amiiin,ya telinga berdengung tidak sembuh sembuh semoga keajaiban allah amiiin,0
solusi hari ngeeresep obatpadahal aku udahbosan gmanacaraya biargak canduobat,solusi hari ngeeresep obatpadahal aku udahbosan gmanacaraya biargak canduobat,0
maaf tanya jin syaiton suka orang gimana contoh orang suka menyendiri,maaf tanya jin syaiton suka orang gimana contoh orang suka menyendiri,0
tidak suka mlm ini teman nya susah tidur takut sedih binggung klu mlm,tidak suka mlm ini teman nya susah tidur takut sedih binggung klu mlm,0
ya minun obat psikiater malas berhubungan badan istri ada sama,ya minun obat psikiater malas berhubungan badan istri ada sama,0
hari ada semngat apapun nya rebahan mullu perut  cemas,hari ada semngat apapun nya rebahan mullu perut cemas,0
adakah orang di grup sperti kalau bangun pagi mual rasanya ada daya,adakah orang di grup sperti kalau bangun pagi mual rasanya ada daya,0
ya tiap gajian langsung habis kerja sebulan habis uang hari,ya tiap gajian langsung habis kerja sebulan habis uang hari,0
sudah tidur bangun pagi malam mulai kumat terbangun ada sama,sudah tidur bangun pagi malam mulai kumat terbangun ada sama,0
kah yang kedua orang tua serasa mereka orang tua sendiri,kah yang kedua orang tua serasa mereka orang tua sendiri,0
yang bahu kiri punggung sebelah kiri sakit panas nyaman ke tangan,yang bahu kiri punggung sebelah kiri sakit panas nyaman ke tangan,0
penyakit anxiety sembuh paham sakitnya tidak paham tidak sembuh,penyakit anxiety sembuh paham sakitnya tidak paham tidak sembuh,0
gimana bikin orang tidak etika masuk kerumah orang permisi nyelonong,gimana bikin orang tidak etika masuk kerumah orang permisi nyelonong,0
lagi kambuh dada suka sakit sesak nafas pandangan aga kabur,lagi kambuh dada suka sakit sesak nafas pandangan aga kabur,0
pindah rumah bingung mau kalau kgk kerja sudah tidak orang kenal,pindah rumah bingung mau kalau kgk kerja sudah tidak orang kenal,0
hampir seminggu kerja minum obat skiatri pas coba kerja lebih lemas,hampir seminggu kerja minum obat skiatri pas coba kerja lebih lemas,0
kerja kerja semangat  baru nyemplung dunia kerja memang berat,kerja kerja semangat baru nyemplung dunia kerja memang berat,0
ada anxiety hari sampai badan sakit dan kepala penuh,ada anxiety hari sampai badan sakit dan kepala penuh,0
ya kalau search gejala ke google di baca langsung cemas takut aneh,ya kalau search gejala ke google di baca langsung cemas takut aneh,0
ayo pikiran hati senang asam lambung turun pikiran segar suasana hati good suka,ayo pikiran hati senang asam lambung turun pikiran segar suasana hati good suka,0
butuh teman orang bisa diajak ngobrol sudah narik karena sakit ini,butuh teman orang bisa diajak ngobrol sudah narik karena sakit ini,0
ngerasain mual sakit kepala tercekik kaki dingin cemas takut lagi,ngerasain mual sakit kepala tercekik kaki dingin cemas takut lagi,0
salah ku takutkan kalau rumah di spelehkan anak yang lebih muda ku,salah ku takutkan kalau rumah di spelehkan anak yang lebih muda ku,0
yang badan goyang seperti gempa yaa di ini tidak hilang,yang badan goyang seperti gempa yaa di ini tidak hilang,0
ada keluarga terkena penyakit mental ada akan menurun anak cucu,ada keluarga terkena penyakit mental ada akan menurun anak cucu,0
selamat pagi adakah bangun jam belum tidur sekarang ada kita,selamat pagi adakah bangun jam belum tidur sekarang ada kita,0
dada nyaman tidak sakit rasa susah bernafas pusing mata kabur susah tidur,dada nyaman tidak sakit rasa susah bernafas pusing mata kabur susah tidur,0
adakah sama aku mau makan cemas luan makan gitu gampang kesal lemas,adakah sama aku mau makan cemas luan makan gitu gampang kesal lemas,0
yang sc anak sudah umur tapi masih sakit iya bekas nx kdang panas,yang sc anak sudah umur tapi masih sakit iya bekas nx kdang panas,0
tolong apakah bersalah ke orang membuat tidak tenang hari wajar,tolong apakah bersalah ke orang membuat tidak tenang hari wajar,0
ini minggu masuk krj ini bisa keluarin kerja susah hidup,ini minggu masuk krj ini bisa keluarin kerja susah hidup,0
ada tujuan hidup lemas hari sungguh sakit kurasakan ini harus gimana,ada tujuan hidup lemas hari sungguh sakit kurasakan ini harus gimana,0
ada sama aku hari takut terkena penyakit berat takut terkena kanker,ada sama aku hari takut terkena penyakit berat takut terkena kanker,0
ada dari orang tegal yang obat alprazolam cemas tidak ketulungan,ada dari orang tegal yang obat alprazolam cemas tidak ketulungan,0
pagi pikir gara lihat berita yang mendinggal gara asam lambung umur kita,pagi pikir gara lihat berita yang mendinggal gara asam lambung umur kita,0
yang kedinginan ini lagi kedinginan sampai menggigil takut ya allah,yang kedinginan ini lagi kedinginan sampai menggigil takut ya allah,0
tidak sudah kasih resep obat psikiater tidak diminum alesanya ya,tidak sudah kasih resep obat psikiater tidak diminum alesanya ya,0
sulit ngehadapi dunia penuh dngn coba seperti ingin mati juga bisa,sulit ngehadapi dunia penuh dngn coba seperti ingin mati juga bisa,0
maaf serius ada dari grup asam lambung benar sembuh obat rs obat herbal,maaf serius ada dari grup asam lambung benar sembuh obat rs obat herbal,0
hidup dunia memang susah yang ke dunia itu enak menurutku usah kerja,hidup dunia memang susah yang ke dunia itu enak menurutku usah kerja,0
pagi pagi bangun tidur pikiran kemana saja nafas ada tenggorokan aneh,pagi pagi bangun tidur pikiran kemana saja nafas ada tenggorokan aneh,0
sakit cemas selalu apa kepikiran mimpi kepikiran mimpi pagi dalam islam gimana,sakit cemas selalu apa kepikiran mimpi kepikiran mimpi pagi dalam islam gimana,0
ada sembuh gerd anxiety karena minum air rebusan daun ciplukan rutin hari,ada sembuh gerd anxiety karena minum air rebusan daun ciplukan rutin hari,0
sini benar tidak bisa interaksi sekali sampai titik orang,sini benar tidak bisa interaksi sekali sampai titik orang,0
menikah belum jangan anak belum rumah anak masih miskin,menikah belum jangan anak belum rumah anak masih miskin,0
menikah belum jangan anak belum rumah anak masih miskin,menikah belum jangan anak belum rumah anak masih miskin,0
dada kiri sakit kalau narik nafas normal ti lagi lengan kiri pegel pegel takut jantung,dada kiri sakit kalau narik nafas normal ti lagi lengan kiri pegel pegel takut jantung,0
tidak stokobat psikiater yang sudah lepasbutuh obat sumpahadiksi kepala,tidak stokobat psikiater yang sudah lepasbutuh obat sumpahadiksi kepala,0
kaki tidak nyaman kadang pegel kaki dingin telapak kaki sakit kadang lemes ada sama,kaki tidak nyaman kadang pegel kaki dingin telapak kaki sakit kadang lemes ada sama,0
kakak gimana aku tidur kalau habis coli bisa langsung tidur ini work it kakak,kakak gimana aku tidur kalau habis coli bisa langsung tidur ini work it kakak,0
besok pertama kerja merantau sesak tidak tenang kasih solusi penyemamgat teman,besok pertama kerja merantau sesak tidak tenang kasih solusi penyemamgat teman,0
orang sehat jiwa perasaan sakit badan sakit pikir sakit trouma anxiety takut itu,orang sehat jiwa perasaan sakit badan sakit pikir sakit trouma anxiety takut itu,0
motivasi kakak sudah ada semangat hidup hidup aku hampa sekali,motivasi kakak sudah ada semangat hidup hidup aku hampa sekali,0
fokus sensasi fokuslah apa sudah lakukan hari ini kesehatan,fokus sensasi fokuslah apa sudah lakukan hari ini kesehatan,0
juga punya teman anxiety kalau lagi panik anxiety apa aku hubungi chat,juga punya teman anxiety kalau lagi panik anxiety apa aku hubungi chat,0
hanya yang umur nganggur sosialisasi sudah tidak mikir depan,hanya yang umur nganggur sosialisasi sudah tidak mikir depan,0
habis magrib ngantuk langsung tidur kalau malam ngantuknya gimana susah meremin,habis magrib ngantuk langsung tidur kalau malam ngantuknya gimana susah meremin,0
ada minum obat soroquin xr bahaya ya kehamilan ku takut kenapa,ada minum obat soroquin xr bahaya ya kehamilan ku takut kenapa,0
tau hari kok kali pikiran tidak tau apa bingung kesal pokoknya,tau hari kok kali pikiran tidak tau apa bingung kesal pokoknya,0
orang merencanakan apakah terjadi di ancam di bunuh yang aku lakukan,orang merencanakan apakah terjadi di ancam di bunuh yang aku lakukan,0
kerja gmna loker tapi tidak kerja tertekan cemas stress minum obat saja,kerja gmna loker tapi tidak kerja tertekan cemas stress minum obat saja,0
kerja gmna loker tapi tidak kerja tertekan cemas stress minum obat saja,kerja gmna loker tapi tidak kerja tertekan cemas stress minum obat saja,0
ada kalau habis makan jantung berdebar kalau berdiri perut berat narik nafas,ada kalau habis makan jantung berdebar kalau berdiri perut berat narik nafas,0
kadang sudah sembuh kadang lemes adakah grup sampai kerja gerd anxiety,kadang sudah sembuh kadang lemes adakah grup sampai kerja gerd anxiety,0
kemarin badan enak ini badan nda enak kepala pusing ngos perut nda enak penyakit aneh,kemarin badan enak ini badan nda enak kepala pusing ngos perut nda enak penyakit aneh,0
alhamdulilah demi perasaan sudah berubah lebih tenang tidak panik,alhamdulilah demi perasaan sudah berubah lebih tenang tidak panik,0
anxiety ku kambuh tidak nahan emosi allah sudah tidak kambuh kambuh,anxiety ku kambuh tidak nahan emosi allah sudah tidak kambuh kambuh,0
tensi ini rumah sakit sensasi cemas perasaan nyaman lemas kepala berat nguap nguap,tensi ini rumah sakit sensasi cemas perasaan nyaman lemas kepala berat nguap nguap,0
yang asam lambung aman tiba anxiety kambuh sebab tb anxiety pikiran kemana takut,yang asam lambung aman tiba anxiety kambuh sebab tb anxiety pikiran kemana takut,0
teman yang lakukan rasa kepala sebelah kiri berat uluhati begah perasaan cemas tidak nyaman,teman yang lakukan rasa kepala sebelah kiri berat uluhati begah perasaan cemas tidak nyaman,0
yang candu masturbasi sehari tiap terus suka minum alcohol bisa tidur,yang candu masturbasi sehari tiap terus suka minum alcohol bisa tidur,0
warahmatullahi wabarakatuh  yang tidur karena sensasi sesak dada,warahmatullahi wabarakatuh yang tidur karena sensasi sesak dada,0
punya penyakit sih kesal badan lemes cepel kapala pusing hati kesal kesal lah jalani,punya penyakit sih kesal badan lemes cepel kapala pusing hati kesal kesal lah jalani,0
seperti sensasi benaran akan dirasa kuhitung ada sensasi kulewati bulan,seperti sensasi benaran akan dirasa kuhitung ada sensasi kulewati bulan,0
adakah badanya di gebugi pada sakit tidak kerja pengaruh semua ituh,adakah badanya di gebugi pada sakit tidak kerja pengaruh semua ituh,0
yang ngrasainkaya hidup ngambang mati dan tidak bisangerasain bahagia,yang ngrasainkaya hidup ngambang mati dan tidak bisangerasain bahagia,0
tidak axienty susah nyari kerja takut kena marah kerja rasanya lemes mati,tidak axienty susah nyari kerja takut kena marah kerja rasanya lemes mati,0
allah tba nafas ku berat keringat dingin allahini yaa gimana harus kemana kasih saran,allah tba nafas ku berat keringat dingin allahini yaa gimana harus kemana kasih saran,0
susah kalau asam lambung kerja berat dikit kambuh sampai masih pengangguran,susah kalau asam lambung kerja berat dikit kambuh sampai masih pengangguran,0
gimana yang anak ditaruh harapan kedua orang tua keadaan mental baik saja,gimana yang anak ditaruh harapan kedua orang tua keadaan mental baik saja,0
yah efek anxiety kuat kita dengar orang usus buntuk perut ke sakit ini pikiran,yah efek anxiety kuat kita dengar orang usus buntuk perut ke sakit ini pikiran,0
tidur bisa ngantuk paksain tidur pikiran kacau perut sakit ditekan itu,tidur bisa ngantuk paksain tidur pikiran kacau perut sakit ditekan itu,0
trauma manusia bernama suami posisi bertahan anak masih yang sama,trauma manusia bernama suami posisi bertahan anak masih yang sama,0
anxiety rasanya beda sensasi hilang sensasi datang saja apa yang namakan anxiety,anxiety rasanya beda sensasi hilang sensasi datang saja apa yang namakan anxiety,0
cuaca dingin suka susah tarik nafas sesak apa saja yang ngerasain,cuaca dingin suka susah tarik nafas sesak apa saja yang ngerasain,0
sesak nafas kalau mlm kalau siang aneh badan sesaknya kecekek cemas,sesak nafas kalau mlm kalau siang aneh badan sesaknya kecekek cemas,0
dulu pernh kesalahan bully di tertawan sekarang aku trauma takut orang,dulu pernh kesalahan bully di tertawan sekarang aku trauma takut orang,0
merasakan kepala berat kliyengan ingin mual kaki tangan dinginpokoknya enak,merasakan kepala berat kliyengan ingin mual kaki tangan dinginpokoknya enak,0
kehidupan nyata berasa mimpi tidak parah hanya tanya solusi pernah yang mengalami,kehidupan nyata berasa mimpi tidak parah hanya tanya solusi pernah yang mengalami,0
jam segini tidur ada ngantuk sudah minum obat adakah belum bisa tidur sprt,jam segini tidur ada ngantuk sudah minum obat adakah belum bisa tidur sprt,0
badan tb tb sakit smua bisa kendalikan takut kena struk yang ngerasain tidak kakak,badan tb tb sakit smua bisa kendalikan takut kena struk yang ngerasain tidak kakak,0
kesal punya keluarga tidak harmonis sakit nangis tidak suara lagi dalem,kesal punya keluarga tidak harmonis sakit nangis tidak suara lagi dalem,0
kenapa tiap angin kenceng jadi panik padahal orang saja sendiri seperti takut,kenapa tiap angin kenceng jadi panik padahal orang saja sendiri seperti takut,0
malam bgitu panjangklw mnjalani hidup nya skali melewat hari tnp harus di jlani,malam bgitu panjangklw mnjalani hidup nya skali melewat hari tnp harus di jlani,0
