text,tokenized,cluster
assalamualikum maaf kakak kakak mohon izin kakak admin adakah siang yang berkenan sedekah nasi bungkus aku lagi mohon maaf kakak,assalamualikum maaf kakak kakak mohon izin kakak admin adakah siang yang berkenan sedekah nasi bungkus aku lagi mohon maaf kakak,3
sarannyaaku usianya thnanaku usia taon hamil tapi takutttiap sensasi gerd anxety ada gimana,sarannyaaku usianya thnanaku usia taon hamil tapi takutttiap sensasi gerd anxety ada gimana,3
asam lambung ke sakit ginjal ini beberapa punggung pinggang sakit pegel susah nafas pusing mual padahal perut aman,asam lambung ke sakit ginjal ini beberapa punggung pinggang sakit pegel susah nafas pusing mual padahal perut aman,3
hari dada berat kesepian hampa kosong s salah aku adakah pernah mengalami ini mengatasinya,hari dada berat kesepian hampa kosong s salah aku adakah pernah mengalami ini mengatasinya,3
di yang kumat habis mandikok kumat sehabis mandi aneh sudah bulan pernah kumat mandi malah kumat yah,di yang kumat habis mandikok kumat sehabis mandi aneh sudah bulan pernah kumat mandi malah kumat yah,3
main drum ada kemajuan haterhe said meni ewh kamajuan hareras ktu setidaknya ada kemauan ada perubahan saat aku maju,main drum ada kemajuan haterhe said meni ewh kamajuan hareras ktu setidaknya ada kemauan ada perubahan saat aku maju,3
yang kebangun lagi kumat cemasnya kebangun langsung nafas tidak plong sesak keringet dingin jadinya pikiran kemana,yang kebangun lagi kumat cemasnya kebangun langsung nafas tidak plong sesak keringet dingin jadinya pikiran kemana,3
saat memikirkan mau menjelang mahgrib badan tidak nyaman dsb saat mengundangnya dengan pikiran kamu sendiri,saat memikirkan mau menjelang mahgrib badan tidak nyaman dsb saat mengundangnya dengan pikiran kamu sendiri,3
curhat apa katanya fobia sosial akibat kecanduan onani pmo iya dulu ada android jarang orang terkena penyakit mental,curhat apa katanya fobia sosial akibat kecanduan onani pmo iya dulu ada android jarang orang terkena penyakit mental,3
ingin apresiasi kepada pengirim stars teratas terima kasih semua dukungannya nyd peach ressy septianti arfan ghifari ila kornisa,ingin apresiasi kepada pengirim stars teratas terima kasih semua dukungannya nyd peach ressy septianti arfan ghifari ila kornisa,3
mohon sarannya kakak sudh genap aku takbisa tidur sedikitpun badan lemes obat tidur sudah mempan pikiran depresi luarbiasa mohon sarannya,mohon sarannya kakak sudh genap aku takbisa tidur sedikitpun badan lemes obat tidur sudah mempan pikiran depresi luarbiasa mohon sarannya,3
kadang iri orang masalahnya berat kita masih beraktivitas normal  suka orang ialah,kadang iri orang masalahnya berat kita masih beraktivitas normal suka orang ialah,3
yang suka insom susah tidur kepikiran takut gabisa tidur benar gabisa tidur takut darah rendah menjadi gabisa tidur,yang suka insom susah tidur kepikiran takut gabisa tidur benar gabisa tidur takut darah rendah menjadi gabisa tidur,3
assalamualaikum tanya disini yang ngalamin sakit saraf sciatica boleh dibantu cara penyembuhannya gmna sering sakit,assalamualaikum tanya disini yang ngalamin sakit saraf sciatica boleh dibantu cara penyembuhannya gmna sering sakit,3
ya sayah psikiater di kasih obat lambung lmbung jga sakit suruh ke puskesmas obat lambung iya,ya sayah psikiater di kasih obat lambung lmbung jga sakit suruh ke puskesmas obat lambung iya,3
iya juga semenjak kena asam lambung maag punggung itu berasa hantem bangku reflek mijitin di area itu bulan hilang,iya juga semenjak kena asam lambung maag punggung itu berasa hantem bangku reflek mijitin di area itu bulan hilang,3
duduk tiba pusing mata pusing langsung baring baring tambah pusing berputar baring kanan pusing kiri pusing takut ini,duduk tiba pusing mata pusing langsung baring baring tambah pusing berputar baring kanan pusing kiri pusing takut ini,3
pernah ngalamin sakit area saya lingkari sebelah kanan narik nafas sakit kelas gerakin sakit saya jatuh tidak apa,pernah ngalamin sakit area saya lingkari sebelah kanan narik nafas sakit kelas gerakin sakit saya jatuh tidak apa,3
lah susah tidur kebangun perasaan  takut tiba knptakut endpikiran nanti terjadi apa gitujadi panik,lah susah tidur kebangun perasaan takut tiba knptakut endpikiran nanti terjadi apa gitujadi panik,3
yang ngerasa halu ngeliat bayangan mata buram ya halu jadi panik badan sakit kaki kesemutann seperti orang lupa,yang ngerasa halu ngeliat bayangan mata buram ya halu jadi panik badan sakit kaki kesemutann seperti orang lupa,3
sudah jalan tuhan yang terkena mental ilness panic disorder anxiety disorder ikhtiar ku alhamdulilah aku bisa berdamai kondisi,sudah jalan tuhan yang terkena mental ilness panic disorder anxiety disorder ikhtiar ku alhamdulilah aku bisa berdamai kondisi,3
bangun tidur pinggang sakit di bawa mandi mampu makan q sampil tiduran duduk sakit mau patah pinggang sensasi bayak,bangun tidur pinggang sakit di bawa mandi mampu makan q sampil tiduran duduk sakit mau patah pinggang sensasi bayak,3
pikir sudut pandang masa tidak masa dan hati sakit melihat tantangan minder mohon solusinya,pikir sudut pandang masa tidak masa dan hati sakit melihat tantangan minder mohon solusinya,3
yang badan bner aneh enak rasanya  sakit lemes ringan perasaan  susah mikir nafas aneh gitulah,yang badan bner aneh enak rasanya sakit lemes ringan perasaan susah mikir nafas aneh gitulah,3
yang ngallamin sakit sendi tangan kanan teus cepat kesemutan cek asam urat normal suka cepat kesemutan ngaruh asam lambung sih,yang ngallamin sakit sendi tangan kanan teus cepat kesemutan cek asam urat normal suka cepat kesemutan ngaruh asam lambung sih,3
sekedar disini merantau jakarta aku disini tau ada bisa kumpul bareng kadang sedih disini ada teman,sekedar disini merantau jakarta aku disini tau ada bisa kumpul bareng kadang sedih disini ada teman,3
kepikiran sakit dan badan yang rasain beneran panick serang tidak si namanya senang ada saja yang di rasain,kepikiran sakit dan badan yang rasain beneran panick serang tidak si namanya senang ada saja yang di rasain,3
duduk kepala gliur badan goyang terus langsung baringan rasa melayang sih lagi puasa biasa tidak ini,duduk kepala gliur badan goyang terus langsung baringan rasa melayang sih lagi puasa biasa tidak ini,3
tidak hidup berasa aneh pokonya penglihatan aneh akan akan mati waktu cepat tambah pusing jga sering mimpi yang aneh gituh,tidak hidup berasa aneh pokonya penglihatan aneh akan akan mati waktu cepat tambah pusing jga sering mimpi yang aneh gituh,3
sensasi mau tidur memejamkan mata pikiran berhalusinasi badan brasa seram seperti atas gedung ke mrinding tulang,sensasi mau tidur memejamkan mata pikiran berhalusinasi badan brasa seram seperti atas gedung ke mrinding tulang,3
enak enak baring tiba dada penuh sesak batuk berlendir perut rasa begah mungkin yang ini masih sesak rasanya,enak enak baring tiba dada penuh sesak batuk berlendir perut rasa begah mungkin yang ini masih sesak rasanya,3
grup ada sama tiap di hantui mati di tepis ajha muncul muncul sejak bangun tidur mau tidur begitu,grup ada sama tiap di hantui mati di tepis ajha muncul muncul sejak bangun tidur mau tidur begitu,3
semalem makan obat alprazolam baru bangun segar bikin otak tenang banyak pikiran relax tidak apa alhasik pikiran tenang,semalem makan obat alprazolam baru bangun segar bikin otak tenang banyak pikiran relax tidak apa alhasik pikiran tenang,3
nyari jodoh susah ya bisa mh pengenya istri sama kerja pusing gajiku awet tidak kepotong saya ingin bli itu,nyari jodoh susah ya bisa mh pengenya istri sama kerja pusing gajiku awet tidak kepotong saya ingin bli itu,3
bawaannya lemes tidak semangat mudah kedinginan kerja kesal jantung suka debar pikiranya aneh cemas dengar suara burung takut pening lagi,bawaannya lemes tidak semangat mudah kedinginan kerja kesal jantung suka debar pikiranya aneh cemas dengar suara burung takut pening lagi,3
dibully kucilkan beberapa orang grup terus situ ada pasangan kalian yang diam bahkan ikut nyalahin kalian,dibully kucilkan beberapa orang grup terus situ ada pasangan kalian yang diam bahkan ikut nyalahin kalian,3
sudah aku menjadi pebisnis hidup mudah aku memiliki modal berupa ide mudah hidup pebisnis,sudah aku menjadi pebisnis hidup mudah aku memiliki modal berupa ide mudah hidup pebisnis,3
tanya tidak warga kambuh area leher dada punggung seperti ditusuk kalau buat nafas sakit susah sampai sesak batuk,tanya tidak warga kambuh area leher dada punggung seperti ditusuk kalau buat nafas sakit susah sampai sesak batuk,3
sekian dada kiri nyeri tarik nafas dibawa curhat plong ada masih suka muncul sensasi sudah tidak muncul muncul,sekian dada kiri nyeri tarik nafas dibawa curhat plong ada masih suka muncul sensasi sudah tidak muncul muncul,3
benar aneh terkahir chat tidak baca unfollow sosmednya aku chat duluan habis di bls tapi singkat tnpa balik aku aneh,benar aneh terkahir chat tidak baca unfollow sosmednya aku chat duluan habis di bls tapi singkat tnpa balik aku aneh,3
kaki bengkak karena hamil ada mohon doanya  aku cepat sembuh dari anxiety th berakhir pnykt kro nis th,kaki bengkak karena hamil ada mohon doanya aku cepat sembuh dari anxiety th berakhir pnykt kro nis th,3
kontrol dokter spd jangan suka sendawa memicu kambuhh sensasii aku bingung iya sendawa tahan tidak sendawaa susah iyahh,kontrol dokter spd jangan suka sendawa memicu kambuhh sensasii aku bingung iya sendawa tahan tidak sendawaa susah iyahh,3
kah keluhan hari sakit kok keluhannya borongan orang kena sakit jantg paru dsb ada keluhan hari aku keluhan hari,kah keluhan hari sakit kok keluhannya borongan orang kena sakit jantg paru dsb ada keluhan hari aku keluhan hari,3
yang kalau perutnya kembung perut sebelah kanan atas suka nyeri kalau kentut enakan tidak nyeri kira kenapa,yang kalau perutnya kembung perut sebelah kanan atas suka nyeri kalau kentut enakan tidak nyeri kira kenapa,3
kaget bangun jam segini susah tidur badan aneh dibagian dlam dingin lemas mual muntahada belum tidur ada pernah ngalamin,kaget bangun jam segini susah tidur badan aneh dibagian dlam dingin lemas mual muntahada belum tidur ada pernah ngalamin,3
berasa salah ngmong wlaupun omongan benar tapi merasa lancang bersalah mmiliki takut dada sesak bgaimana solusinya,berasa salah ngmong wlaupun omongan benar tapi merasa lancang bersalah mmiliki takut dada sesak bgaimana solusinya,3
pinta pendapat solusinya kakak gadis umur aku bingung pusing aku lagi butuh kerjaan ada lowongan kerja jaga keday es jajanan,pinta pendapat solusinya kakak gadis umur aku bingung pusing aku lagi butuh kerjaan ada lowongan kerja jaga keday es jajanan,3
habis minum vco minyak kelapa murni kali bolak ke wc buang air mencret tapi apa yang perut ringan keluar,habis minum vco minyak kelapa murni kali bolak ke wc buang air mencret tapi apa yang perut ringan keluar,3
tolong alasan keluar rumah hari tahun teman datang kepadaku  menghubungiku aku bukan siapa,tolong alasan keluar rumah hari tahun teman datang kepadaku menghubungiku aku bukan siapa,3
maaf tanya lagi haid payudara sakit nya bagian di lingkari sakit sampai tembus dan lengan kiri yang,maaf tanya lagi haid payudara sakit nya bagian di lingkari sakit sampai tembus dan lengan kiri yang,3
anxty kmbh gara tidur ngerasa nafas mau habis kaget kembangun cemas blum tenggorokan ganjal seperti di cekik allah parno,anxty kmbh gara tidur ngerasa nafas mau habis kaget kembangun cemas blum tenggorokan ganjal seperti di cekik allah parno,3
kalau lagi motor tetangga menyapa menyapa takut bilang aneh takut tidak di respon nantinya sakit hati,kalau lagi motor tetangga menyapa menyapa takut bilang aneh takut tidak di respon nantinya sakit hati,3
terus fokus sensasi tapi fokuslah apa sudah dilakulan hari ini menuju sehat tidak cukp diskusi ada aksi,terus fokus sensasi tapi fokuslah apa sudah dilakulan hari ini menuju sehat tidak cukp diskusi ada aksi,3
anxiety gerd beda soalnya pertama kna takut sekarang sakit tkutnya hilang tinggal lher ganjal sesak dada brat mata rabun,anxiety gerd beda soalnya pertama kna takut sekarang sakit tkutnya hilang tinggal lher ganjal sesak dada brat mata rabun,3
kiri balik kanan perut tidak nyaman pikiran mengarah kepenyakit serius apalah allah segini sensasi pikiran dipendam,kiri balik kanan perut tidak nyaman pikiran mengarah kepenyakit serius apalah allah segini sensasi pikiran dipendam,3
halo teman minta saran kan besok mulai ngekost kuliah orang sulit bersosialisasi aku harus gimana soal aku takut punya teman,halo teman minta saran kan besok mulai ngekost kuliah orang sulit bersosialisasi aku harus gimana soal aku takut punya teman,3
tolong baik hati grup boleh tolong tememin cemas berat ada getaran kepala tidak kunjung brhenti sdangkan penderita tinitus,tolong baik hati grup boleh tolong tememin cemas berat ada getaran kepala tidak kunjung brhenti sdangkan penderita tinitus,3
punya respons negatif kehilangan orang sayang selalu takut suamiku bapak anak ku meninggal  khlgn mrk yang ngasih saran,punya respons negatif kehilangan orang sayang selalu takut suamiku bapak anak ku meninggal khlgn mrk yang ngasih saran,3
tiap dada tenggorokan sesak hidung mampet nafas dari mulut  tenggorokan susah nelen kenapa sering sesak,tiap dada tenggorokan sesak hidung mampet nafas dari mulut tenggorokan susah nelen kenapa sering sesak,3
dada tenggorokan panas seperti kebakar sesak efeknya batuk muntah di diagnosa gerd obatnya ya minum obat dokter berkurang,dada tenggorokan panas seperti kebakar sesak efeknya batuk muntah di diagnosa gerd obatnya ya minum obat dokter berkurang,3
kesal manusia fobia sosial sudah rumah kerja tetap susah bersosialisasi pandai basa basi ketakutan bicara orang,kesal manusia fobia sosial sudah rumah kerja tetap susah bersosialisasi pandai basa basi ketakutan bicara orang,3
tidak seperti q kepala keliyengan pusing ngiliyat benda tajam yang warna cerah langsung yetrum mata kepala tidak apa rebahan,tidak seperti q kepala keliyengan pusing ngiliyat benda tajam yang warna cerah langsung yetrum mata kepala tidak apa rebahan,3
pertanyaan terbaik pernah lihat aku tanya kalian yang kecewa tuhan kalian patuh peraturan peraturan tuhan,pertanyaan terbaik pernah lihat aku tanya kalian yang kecewa tuhan kalian patuh peraturan peraturan tuhan,3
mau setahun badan gerak seirama detak jantung penyakit sih detakan jantung ke tubuh bisa mendengar detak jantung tidur miring,mau setahun badan gerak seirama detak jantung penyakit sih detakan jantung ke tubuh bisa mendengar detak jantung tidur miring,3
makan ayam kampung gatal suami gitu allah sampai suami gejala aneh yang gila susah cari uang kalau suami istri psikosomatis,makan ayam kampung gatal suami gitu allah sampai suami gejala aneh yang gila susah cari uang kalau suami istri psikosomatis,3
sensasi kepala keliyengan nyut nyut perut begah kembung badan dingin dada sesak pandangan kabur pikiran mana takut mati yang merasakan,sensasi kepala keliyengan nyut nyut perut begah kembung badan dingin dada sesak pandangan kabur pikiran mana takut mati yang merasakan,3
assalamualikum mohon izin berbagi pengalaman bagaiamana sembuh penyakit cemas berlebihan barang kali teman sudah sembuh penyakit,assalamualikum mohon izin berbagi pengalaman bagaiamana sembuh penyakit cemas berlebihan barang kali teman sudah sembuh penyakit,3
anak yang abg tunangan nyepelekan yang nikah tahun umur pernikahanku pikir nikah lurus mulus nikah kawin anak melahirkan,anak yang abg tunangan nyepelekan yang nikah tahun umur pernikahanku pikir nikah lurus mulus nikah kawin anak melahirkan,3
ngerasain yang mengganjal dada tenggorokan solusinya mana sudah periksa saja selesai makan suka mengganjal,ngerasain yang mengganjal dada tenggorokan solusinya mana sudah periksa saja selesai makan suka mengganjal,3
mohon maaf kah lebih tua lebih dewasa masih muda umur blom menikah bingung milih atau aku kah mau dengerin uneg aku,mohon maaf kah lebih tua lebih dewasa masih muda umur blom menikah bingung milih atau aku kah mau dengerin uneg aku,3
allah ko takut bangat serangan jantung apakah nafas ngap dada berat telapak kaki tangan dingin kpla kencang termasuk serangan jantung,allah ko takut bangat serangan jantung apakah nafas ngap dada berat telapak kaki tangan dingin kpla kencang termasuk serangan jantung,3
kambuh anxiety dengar kabar tetangga tempat tinggal orang tua meninggal demam bawa puskesmas di rujuk rs tidak tertolong kepikiran,kambuh anxiety dengar kabar tetangga tempat tinggal orang tua meninggal demam bawa puskesmas di rujuk rs tidak tertolong kepikiran,3
siang kakak penyakit psikosomatis sakit dada punggung sudah sebulan obat pereda nyeri yang aman minum kakak mengganggu aktifitas sekali,siang kakak penyakit psikosomatis sakit dada punggung sudah sebulan obat pereda nyeri yang aman minum kakak mengganggu aktifitas sekali,3
bingung sebenernya asam lambung gas lambung perut begah kembung susah sendawa perut sakit makan pedespun aman minum es langsung sesak begah,bingung sebenernya asam lambung gas lambung perut begah kembung susah sendawa perut sakit makan pedespun aman minum es langsung sesak begah,3
kadang orang tidur jam sehari karena pekerjaan banyak pikiran ketakutan menghadapi tantangan besok yang mengalami anxiety pikir,kadang orang tidur jam sehari karena pekerjaan banyak pikiran ketakutan menghadapi tantangan besok yang mengalami anxiety pikir,3
maaf tanya tidak leher kanan di raba pakai tangan kanan besar sebelh bagian kiri tidak benjolan parno memang perasan,maaf tanya tidak leher kanan di raba pakai tangan kanan besar sebelh bagian kiri tidak benjolan parno memang perasan,3
teman dong menolak halus orang mau ngasih sesuatu btuh alamat rumah gimana aku alamat pikir sudah cemas itu,teman dong menolak halus orang mau ngasih sesuatu btuh alamat rumah gimana aku alamat pikir sudah cemas itu,3
ingat di usir mantan suami gara sakit lambung badan tinggl tulang kdrt sekarang sembuh total badan sudah montok balik sori amaaatt,ingat di usir mantan suami gara sakit lambung badan tinggl tulang kdrt sekarang sembuh total badan sudah montok balik sori amaaatt,3
tidur tiba nafas sesak ser seran dann jantung berdetak kencang yaaa ada pernah ngalamin langsung panik dada langsung nge ganjel,tidur tiba nafas sesak ser seran dann jantung berdetak kencang yaaa ada pernah ngalamin langsung panik dada langsung nge ganjel,3
nyembuhin trauma laki gimana tahun hidup dapat pukulan cacian makian suami sudah pisah ada laki mau aku takut,nyembuhin trauma laki gimana tahun hidup dapat pukulan cacian makian suami sudah pisah ada laki mau aku takut,3
gimana caranya kita terus mendekat allah kepada kematian rasanya merubah ha buruk sangat susah kalau di landa,gimana caranya kita terus mendekat allah kepada kematian rasanya merubah ha buruk sangat susah kalau di landa,3
gimana caranya kita terus mendekat allah kepada kematian rasanya merubah ha buruk sangat susah kalau di landa,gimana caranya kita terus mendekat allah kepada kematian rasanya merubah ha buruk sangat susah kalau di landa,3
bantu saran teman obatnya sudah minggu hidung mampet tenggorokan ada mengganjel susah buat nafas hidung mampet panik,bantu saran teman obatnya sudah minggu hidung mampet tenggorokan ada mengganjel susah buat nafas hidung mampet panik,3
penyakit i terus menyiksa sore parah pusing ini kenapa harus sore sore parah pusing seakan tidak dunia nyata,penyakit i terus menyiksa sore parah pusing ini kenapa harus sore sore parah pusing seakan tidak dunia nyata,3
maaf kakak konsultasi psikiater kasih trihex setelah minum obt langsung lemes lupa hasil langsung panik ettack jantung cepat itu efek,maaf kakak konsultasi psikiater kasih trihex setelah minum obt langsung lemes lupa hasil langsung panik ettack jantung cepat itu efek,3
penyakit ya hidup disakiti diserang disalahkan ya aneh serius sumpah allah tidak bohong sampai bingung ini apaan kenapa,penyakit ya hidup disakiti diserang disalahkan ya aneh serius sumpah allah tidak bohong sampai bingung ini apaan kenapa,3
sensasi lutut betis kaki lemas mau lumpuh cemas berlebihan hadehhhh  yang atau ngerasain sensasi ini,sensasi lutut betis kaki lemas mau lumpuh cemas berlebihan hadehhhh yang atau ngerasain sensasi ini,3
halo  minta tolong ceritain sensasi saja pernah rasain dari kena gerd sensasi parah pernah kalian rasain,halo minta tolong ceritain sensasi saja pernah rasain dari kena gerd sensasi parah pernah kalian rasain,3
ustaz membantu orang menurut aku sembuh dengan lantaran terapi jarak dengan beliau semoga sehat ustaz bisa membantu banyak orang,ustaz membantu orang menurut aku sembuh dengan lantaran terapi jarak dengan beliau semoga sehat ustaz bisa membantu banyak orang,3
suka halu dengerin ada manggil nama di samping didepan  lewat diblkg seperti ada orgapa aku,suka halu dengerin ada manggil nama di samping didepan lewat diblkg seperti ada orgapa aku,3
allah cemas kebangetan dengar pengajian takut benci dengar ustad ceramah ngebahas kematian ku takut tidak berani dengar teman yang,allah cemas kebangetan dengar pengajian takut benci dengar ustad ceramah ngebahas kematian ku takut tidak berani dengar teman yang,3
tahun tidak jalan ketemuan cewek susah sama cewek ingin ngajakin jalan pantai bayarin makan susah cari sekota,tahun tidak jalan ketemuan cewek susah sama cewek ingin ngajakin jalan pantai bayarin makan susah cari sekota,3
kakak berlarut sedih bedanya suamiku ditinggal meninggal abahnya cuma depresi terus jd kena skizofrenia susah sembuh ada obat penawarnya,kakak berlarut sedih bedanya suamiku ditinggal meninggal abahnya cuma depresi terus jd kena skizofrenia susah sembuh ada obat penawarnya,3
pagi lelah hilang semngat pikiran rasanya terikat bisa gerak tidak oercaya mana anak biaya tapi mental sangat rusak allah,pagi lelah hilang semngat pikiran rasanya terikat bisa gerak tidak oercaya mana anak biaya tapi mental sangat rusak allah,3
pagi gelisah soren mlm gelisah jga bawa sholat tidak bsa tenang malah takut sholat jga nya sholat rumah teman yang aku segla takut,pagi gelisah soren mlm gelisah jga bawa sholat tidak bsa tenang malah takut sholat jga nya sholat rumah teman yang aku segla takut,3
warna kencingnya kuning kemerahan tidak tapi kadang bening kadang kuning kadang kuning kemerahan jd kepikiran allah jd takut  smaa aku,warna kencingnya kuning kemerahan tidak tapi kadang bening kadang kuning kadang kuning kemerahan jd kepikiran allah jd takut smaa aku,3
beol lancar tidur nyenyak tidak kembuh asam lambung ku kenapa badanku demam malam hari dan nafsu makan normal solusinya,beol lancar tidur nyenyak tidak kembuh asam lambung ku kenapa badanku demam malam hari dan nafsu makan normal solusinya,3
habis cabut gigi geraham hari lalu masih nyut sampai ini normal gaksihgara cemas nambah sakit sudah minum antibiotik pereda nyeri,habis cabut gigi geraham hari lalu masih nyut sampai ini normal gaksihgara cemas nambah sakit sudah minum antibiotik pereda nyeri,3
maaf teman  kadang mimpi kebelet buang air terus anjing ngomp l kok aneh padahal orang tua bangun langsung bisa tdur,maaf teman kadang mimpi kebelet buang air terus anjing ngomp l kok aneh padahal orang tua bangun langsung bisa tdur,3
aku kambuh asam lambungnya k dokter dikasih suclarfate alhamdulilah mempan sembuh kambuh tidak mempan suclarfate recomen obat asam lambung teman,aku kambuh asam lambungnya k dokter dikasih suclarfate alhamdulilah mempan sembuh kambuh tidak mempan suclarfate recomen obat asam lambung teman,3
bedanya nafas plong sesak gimana aku ngerasain nafas harus narik baru kerasa enak bingung mendeskripsikannya tidak plong sesak,bedanya nafas plong sesak gimana aku ngerasain nafas harus narik baru kerasa enak bingung mendeskripsikannya tidak plong sesak,3
hari sakit mendingan tinggal lemesnya kok cemas kan wajar habis sakit lemes soale doyan makan hari plisss semangatin,hari sakit mendingan tinggal lemesnya kok cemas kan wajar habis sakit lemes soale doyan makan hari plisss semangatin,3
memang terbuka cerita orang masalah yang masalah sendiri itu selesaikan menjauh itu hari selalu,memang terbuka cerita orang masalah yang masalah sendiri itu selesaikan menjauh itu hari selalu,3
terkena asam lambung anxiety perut selalu merasakan keram saat kaget keram perut aku dan selalu berfikir dan menghayal ada sama,terkena asam lambung anxiety perut selalu merasakan keram saat kaget keram perut aku dan selalu berfikir dan menghayal ada sama,3
pernah cemas takut benda tajam takut berpikir ngebunuh yang cinta kepikiran cemas panik serang,pernah cemas takut benda tajam takut berpikir ngebunuh yang cinta kepikiran cemas panik serang,3
tidur kebangun engap kalau tidur lagi berasa lupa nafas gelisah jelas coba minum promag masih mendingan takut tidur,tidur kebangun engap kalau tidur lagi berasa lupa nafas gelisah jelas coba minum promag masih mendingan takut tidur,3
ngerasain aku seperti takut jalan raya kota terusss susah tidur langsung emosi cemas berlebih takut berlebih tangan kaki dingin,ngerasain aku seperti takut jalan raya kota terusss susah tidur langsung emosi cemas berlebih takut berlebih tangan kaki dingin,3
tidak tenggorokan gatele batuk habis batuk perut tenggorokan  mau gitu kenceng tenggorokan ke pikiran takut,tidak tenggorokan gatele batuk habis batuk perut tenggorokan mau gitu kenceng tenggorokan ke pikiran takut,3
nafas sesak ditambah dada nyaman beranda fb orang meninggal ditambah hari tiap sore suka sakit kepala melulu  knap,nafas sesak ditambah dada nyaman beranda fb orang meninggal ditambah hari tiap sore suka sakit kepala melulu knap,3
ya hidup begitu sepi hampa ada pun peduli keadaan butuh teman bisa ajak curhat ini aku butuhkan ini anxietyrelief,ya hidup begitu sepi hampa ada pun peduli keadaan butuh teman bisa ajak curhat ini aku butuhkan ini anxietyrelief,3
ya hidup begitu sepi hampa ada pun peduli keadaan butuh teman bisa ajak curhat ini aku butuhkan ini anxietyrelief,ya hidup begitu sepi hampa ada pun peduli keadaan butuh teman bisa ajak curhat ini aku butuhkan ini anxietyrelief,3
yang dapat social anxiety omongin orang tidak rumh menyendiri tahun tidak berani berbaur orang karena takut di omongin,yang dapat social anxiety omongin orang tidak rumh menyendiri tahun tidak berani berbaur orang karena takut di omongin,3
yaampun perasaan mati sedih dalam hati mau ngmng keluarga sudah lama tapi gabisa mau nangis gabisa firasat apa allah,yaampun perasaan mati sedih dalam hati mau ngmng keluarga sudah lama tapi gabisa mau nangis gabisa firasat apa allah,3
yang dapat social anxiety omongin orang tidak rumh menyendiri tahun tidak berani berbaur orang karena takut di omongin,yang dapat social anxiety omongin orang tidak rumh menyendiri tahun tidak berani berbaur orang karena takut di omongin,3
latihan jalan kaki kaksaya kurangin stress agar kuat jalan kaki hasilnya langkah kesal syukurlah aku kuat kuat jalan kaki hari ini apa,latihan jalan kaki kaksaya kurangin stress agar kuat jalan kaki hasilnya langkah kesal syukurlah aku kuat kuat jalan kaki hari ini apa,3
tersiksa pnykit kadang iri lihat orang normal luar mana muda pikiranya takuti sama mati terus yang hidup tidak tenang,tersiksa pnykit kadang iri lihat orang normal luar mana muda pikiranya takuti sama mati terus yang hidup tidak tenang,3
tolong lagi panik cemas area ulu hati nyaman nafas sesak tenggorokan kering sekarang kesemutan muka gimana mengatasi,tolong lagi panik cemas area ulu hati nyaman nafas sesak tenggorokan kering sekarang kesemutan muka gimana mengatasi,3
maaf menyimpang adakah tau permasalahan ku punya sodara teman bisa ajak ngobrol ya aplikasi youtube gogle bisa ngerekam suara aku,maaf menyimpang adakah tau permasalahan ku punya sodara teman bisa ajak ngobrol ya aplikasi youtube gogle bisa ngerekam suara aku,3
latihan jalan kaki kakak mau kurangin stress agar kuat jalan kaki hasilnya langkah kesal syukurlah aku kuat kuat jalan kaki hari ini apa,latihan jalan kaki kakak mau kurangin stress agar kuat jalan kaki hasilnya langkah kesal syukurlah aku kuat kuat jalan kaki hari ini apa,3
sesak igd tidak oksigen dokter nafas normal di cek ke ugd rasanya sesak hari bulan di cek saturasi normal kok sesak,sesak igd tidak oksigen dokter nafas normal di cek ke ugd rasanya sesak hari bulan di cek saturasi normal kok sesak,3
yang ngalamin lagi tiduran tidur langung menggigil dingin gemeteran tidak berhenti habis badan lemes kenapa brusn nglminn,yang ngalamin lagi tiduran tidur langung menggigil dingin gemeteran tidak berhenti habis badan lemes kenapa brusn nglminn,3
tetap bersosialisasi gempuran anxiety fobsos semangat yang masih takut bersosialisasi hidup dinikmati hal positif buang,tetap bersosialisasi gempuran anxiety fobsos semangat yang masih takut bersosialisasi hidup dinikmati hal positif buang,3
ahir banyak masalh hari ngebatin bnyak pikiran sensasipun bermunculan hati bisa tidur sekali obat tidurpun mempan,ahir banyak masalh hari ngebatin bnyak pikiran sensasipun bermunculan hati bisa tidur sekali obat tidurpun mempan,3
kesal hari kerja ketmu orang hanya direndahin dihina hina selalu ngomong mereka buat ngmong susah ngobrol tidak nyambung,kesal hari kerja ketmu orang hanya direndahin dihina hina selalu ngomong mereka buat ngmong susah ngobrol tidak nyambung,3
maaf luar tema mau saja anak suka minum larutan cap kaki tapi rasa aga manis dari kemasan kaleng seminggu bisa atou kali kirakira bahaya,maaf luar tema mau saja anak suka minum larutan cap kaki tapi rasa aga manis dari kemasan kaleng seminggu bisa atou kali kirakira bahaya,3
ruqyah orang jarak karena di ruqyah orang yang hatinya seperti batu tidak pernah sholat sholat jumat kerjanya makan tidur,ruqyah orang jarak karena di ruqyah orang yang hatinya seperti batu tidak pernah sholat sholat jumat kerjanya makan tidur,3
bangun tidur kaget mimpi perasan enak takut jantung tiba tiba berhenti perut mules badan lemas sperti muntah mual cemas sperti,bangun tidur kaget mimpi perasan enak takut jantung tiba tiba berhenti perut mules badan lemas sperti muntah mual cemas sperti,3
